AEP_SI,BP_SI,BSAC_SI,CHTR_SI,CMCSA_SI,GOOG_SI,HON_SI,HSBC_SI,MCD_SI,MMM_SI,NEE_SI,PM_SI,UNH_SI,UPS_SI,XOM_SI,DATE,DJI_SI,VIX_SI,GSPC_SI,CLF_SI,GCF_SI,TNX_SI
2286000,4188000,440600,2802000,70719000,24254000,2567168,989300,2965400,1701500,7742400,3577200,2684600,1616300,9836400,2017-09-07,49.13999938964844,1336.4000244140625,21820.380859375,2468.06005859375,2.0840001106262207,11.930000305175781
1507000,3248400,471300,2141700,53868200,20230000,3056917,1088400,2984200,1474000,11796800,3660000,2206000,1645400,8436000,2017-09-08,49.09000015258789,1351.0,21764.4296875,2462.25,2.0369999408721924,11.869999885559082
2108600,4082600,307800,2090700,29644600,25340000,2434453,946500,2333600,1806700,9118000,2900900,3307900,2021500,12955800,2017-09-11,47.58000183105469,1331.0,21927.7890625,2474.52001953125,2.1029999256134033,11.380000114440918
2166500,2849700,369500,2719900,36773200,22688000,1671763,924500,10324100,1441200,7717200,2461300,2554700,2151700,7644400,2017-09-12,48.119998931884766,1327.0,22090.560546875,2491.93994140625,2.1459999084472656,10.65999984741211
3147600,4133100,160700,1616200,23398200,22052000,2132194,1009900,4705600,1129600,5824800,2680900,2394400,2302600,8369700,2017-09-13,48.34000015258789,1323.4000244140625,22103.470703125,2493.889892578125,2.1670000553131104,10.720000267028809
2234400,4841200,451600,2338000,26552600,27952000,3570872,1147200,3109700,1984200,4588000,3596500,2378600,2102800,9072600,2017-09-14,49.310001373291016,1319.5999755859375,22144.9609375,2494.56005859375,2.2079999446868896,10.569999694824219
2730900,4846400,310900,5270000,62370100,50108000,4793263,1222500,7425100,3636400,9065600,5992400,4198700,3411300,16043700,2017-09-15,49.720001220703125,1320.5999755859375,22252.439453125,2495.669921875,2.197000026702881,10.510000228881836
2230700,5422700,256300,1870900,27256900,26138000,3004019,900200,3831900,1272400,6562000,2998500,1915200,2292400,8594400,2017-09-18,49.849998474121094,1309.800048828125,22297.919921875,2502.510009765625,2.2149999141693115,10.180000305175781
2268900,5228200,242900,3302200,38769700,18734000,3569829,1262100,3554600,1429700,7026800,3105600,3819000,2002700,9277100,2017-09-19,49.90999984741211,1307.9000244140625,22349.69921875,2506.2900390625,2.2200000286102295,10.15999984741211
2446900,5104500,531800,2156500,31081300,33396000,3802392,922200,3641100,2987200,5489600,3822300,2788500,3481800,10606900,2017-09-20,49.84000015258789,1312.0,22351.380859375,2506.840087890625,2.2320001125335693,10.039999961853027
1942600,9026400,486900,2374100,18562700,25812000,4084306,720200,2503400,1382400,5647600,2887700,1895000,1765700,11984200,2017-09-21,50.720001220703125,1299.0999755859375,22414.01953125,2507.159912109375,2.260999917984009,9.739999771118164
3052200,5581500,322400,2078500,21749200,21054000,3043666,827200,2442700,1493300,4904800,2999000,5660200,1883300,10205800,2017-09-22,50.72999954223633,1295.0,22334.0703125,2497.260009765625,2.253000020980835,9.899999618530273
3057100,5950900,391000,1773000,21601800,37136000,3071211,832700,3661500,1609200,6024800,4734900,3105900,2361100,10496600,2017-09-25,50.68000030517578,1293.0999755859375,22320.470703125,2499.389892578125,2.243000030517578,10.079999923706055
2038900,6424600,322300,2090900,16012300,33338000,2464189,621700,6420000,1224600,5562000,3537400,2775400,2870700,8755100,2017-09-26,52.119998931884766,1304.5,22322.029296875,2501.0400390625,2.2249999046325684,10.420000076293945
2339600,4836500,516800,2280100,24698700,44788000,3171999,1032600,3915900,1865100,6888800,3719400,3267200,2302400,9724500,2017-09-27,52.09000015258789,1283.4000244140625,22330.9296875,2503.300048828125,2.2869999408721924,9.899999618530273
1820100,5015400,316400,1198200,16361300,20406000,2172885,1012100,4210200,2092800,5395600,3479100,2088400,1629300,15581700,2017-09-28,52.04999923706055,1283.0999755859375,22306.830078125,2503.409912109375,2.3320000171661377,9.739999771118164
1624900,3042600,480500,1317400,19204300,31620000,3832858,882300,3670100,1632200,5267200,3912800,2646300,2445800,9944000,2017-09-29,51.58000183105469,1284.199951171875,22358.470703125,2509.9599609375,2.312000036239624,9.59000015258789
1446600,5338500,310000,1295200,18158900,25668000,2631438,927400,2407000,1292100,4581200,3403300,2893600,1989900,6777900,2017-10-02,51.63999938964844,1275.0,22423.470703125,2521.199951171875,2.3410000801086426,9.59000015258789
2406000,5039700,168400,1272000,18542100,17766000,2338047,917500,2188400,1634900,4008400,2903000,2533800,1857000,6082000,2017-10-03,50.59000015258789,1269.699951171875,22564.44921875,2530.340087890625,2.3480000495910645,9.300000190734863
3066100,4361000,229700,920200,20979300,19048000,1864887,716300,1823100,1636400,4390400,4161800,2286400,2309700,6357100,2017-10-04,50.15999984741211,1273.800048828125,22645.669921875,2533.47998046875,2.309000015258789,9.529999732971191
2305100,3080400,343000,1801600,20141600,24276000,2342847,1044400,2796000,1740500,6817600,4904300,4069000,4480300,7375900,2017-10-05,49.880001068115234,1277.800048828125,22669.080078125,2540.860107421875,2.325000047683716,9.479999542236328
1813600,3485500,343900,1239000,18821500,23478000,2259483,884600,3548500,1650800,5110800,5642200,3361900,2828300,6070600,2017-10-06,50.75,1267.5999755859375,22762.029296875,2547.43994140625,2.365999937057495,9.229999542236328
1603300,3798400,131400,1241500,10684800,17828000,2528355,608300,2120000,1054600,4396400,3292500,3365400,1839200,7489900,2017-10-09,49.25,1280.5999755859375,22779.73046875,2551.389892578125,2.3610000610351562,9.920000076293945
2163600,3361800,382800,1111000,15016500,19368000,4274404,1596900,2909600,1170900,3512000,3930600,2499100,2064200,7218500,2017-10-10,49.54999923706055,1282.5999755859375,22784.759765625,2549.989990234375,2.3550000190734863,10.149999618530273
1975100,3301500,494700,1432600,26369100,33866000,3381713,1359300,3572500,2052900,5319600,3374000,2935600,1810000,7023700,2017-10-11,50.939998626708984,1287.300048828125,22827.650390625,2550.6201171875,2.3459999561309814,9.949999809265137
1822000,4923900,343700,2582300,50704500,25248000,3134229,1141600,3023600,1908000,5221600,3100400,2954700,2290300,6647500,2017-10-12,51.0,1291.5,22854.849609375,2552.8798828125,2.3340001106262207,9.9399995803833
1943800,3586900,285700,2710300,43672500,23396000,2251136,1509300,2957400,1461600,4461200,2658100,5435000,1665500,7180000,2017-10-13,50.72999954223633,1293.300048828125,22876.4296875,2555.659912109375,2.3289999961853027,9.949999809265137
1464700,2905100,260600,1144200,26664900,18210000,2088686,1122900,2132300,1185200,5396400,2559600,2927400,1247300,5734000,2017-10-16,51.43000030517578,1302.0,22892.919921875,2555.570068359375,2.2890000343322754,9.949999809265137
1721900,5393300,357100,1178000,14930300,25804000,2541188,1356700,2379700,2150800,5164400,3997700,8949700,1484400,6444100,2017-10-17,51.93000030517578,1295.0999755859375,22952.41015625,2557.169921875,2.305000066757202,9.850000381469727
1100500,5740800,358900,1326700,17992900,21152000,1809277,1476800,2798300,1413600,4298800,3442000,4796300,2089300,6367100,2017-10-18,51.939998626708984,1279.9000244140625,23087.130859375,2562.8701171875,2.3320000171661377,10.34000015258789
1686200,4658300,313100,2007000,25334200,26272000,2736817,1770700,2478100,1369000,5249600,9606600,3471800,2119600,7945500,2017-10-19,52.04999923706055,1286.4000244140625,23107.470703125,2553.389892578125,2.313999891281128,10.220000267028809
1568300,4166300,306400,1317100,14577700,23664000,3515575,2006100,5577700,1647800,5750800,6177200,5138800,2427600,9574100,2017-10-20,51.41999816894531,1279.5999755859375,23205.1796875,2567.56005859375,2.365000009536743,9.920000076293945
1787300,4738800,174300,1831900,30745800,29568000,3017583,1061500,6214800,2161300,4873200,3762100,2261400,2052200,9829900,2017-10-23,52.06999969482422,1274.699951171875,23348.94921875,2578.080078125,2.384999990463257,10.25
2107900,3265900,328900,2176500,25248400,24244000,3463094,902600,7855200,6508400,5718400,4117700,3459900,1845600,7551200,2017-10-24,51.88999938964844,1275.5,23346.779296875,2568.659912109375,2.4079999923706055,10.890000343322754
3179500,4024400,305700,3518400,26233700,24226000,2900936,1643500,3716200,4114500,7509200,4060400,2908300,3397000,9153300,2017-10-25,52.560001373291016,1269.9000244140625,23431.08984375,2566.52001953125,2.450000047683716,11.34000015258789
2303900,3073900,253000,8927300,58632000,40842000,2239764,1022500,2934400,3385000,5894000,3468100,4346000,4104500,9154500,2017-10-26,52.189998626708984,1273.5,23380.890625,2560.080078125,2.424999952316284,11.170000076293945
1839300,5242000,164600,3539000,51081700,103354000,1950547,1055200,2298100,2000400,5807200,5067400,4385300,3638300,14866200,2017-10-27,52.79999923706055,1268.4000244140625,23419.16015625,2570.260009765625,2.4590001106262207,11.119999885559082
1541400,8644600,429000,3404100,29432200,41702000,1883876,1692700,2051000,2722600,5413600,5021400,2477400,3442000,7811100,2017-10-30,54.15999984741211,1270.0,23405.75,2577.75,2.4049999713897705,10.279999732971191
2314000,10039900,317700,3726900,21828600,26614000,2549118,1104800,2873000,1908200,5310800,5419200,3749600,2499000,9754200,2017-10-31,54.08000183105469,1273.0999755859375,23369.220703125,2575.989990234375,2.369999885559082,10.34000015258789
1614700,6752100,155300,2324200,18199800,27468000,2255414,1601400,2186100,1389900,5747600,4102200,1902900,2088600,9430000,2017-11-01,54.650001525878906,1272.199951171875,23442.900390625,2583.2099609375,2.3980000019073486,9.789999961853027
4226100,4468500,347500,2074800,40319000,20980000,2028485,1383700,2291000,1609500,15917200,4601500,2825900,3522300,7775500,2017-11-02,54.279998779296875,1274.9000244140625,23463.240234375,2579.4599609375,2.36299991607666,10.4399995803833
2312100,3199100,275000,2226100,30164300,21528000,1485420,703700,1959500,1582700,12337600,3064300,2196900,2957600,6903500,2017-11-03,54.72999954223633,1265.300048828125,23549.58984375,2581.929931640625,2.3510000705718994,9.829999923706055
2339800,6254200,270000,3956700,23362200,22504000,2127290,717400,3087700,1334700,5631600,4167000,2293700,3351100,9276700,2017-11-06,55.970001220703125,1269.0,23533.9609375,2587.469970703125,2.325000047683716,9.630000114440918
2239000,4711600,312200,1721000,38113900,22246000,2727218,1531600,2506000,1553600,7872000,3901900,1845800,2730400,8471800,2017-11-07,57.27000045776367,1276.800048828125,23574.029296875,2592.110107421875,2.3269999027252197,9.3100004196167
2491100,5377400,262800,1372500,23914900,21774000,2623717,1208800,2605000,1510200,7970800,4882700,2261100,2371900,8691600,2017-11-08,56.959999084472656,1275.9000244140625,23542.599609375,2588.7099609375,2.315000057220459,9.789999961853027
1728700,4820600,418800,1364400,16159800,24904000,2456155,1339200,4219000,1575800,4779600,3427700,1839700,2713900,10528800,2017-11-09,56.849998474121094,1279.699951171875,23492.08984375,2584.0,2.3329999446868896,9.9399995803833
2133500,3117500,472400,870100,18010100,14400000,3034276,1159800,4226800,1295800,5143200,4935200,1384700,2840000,8693700,2017-11-10,57.02000045776367,1283.5,23432.7109375,2580.179931640625,2.368000030517578,10.779999732971191
2280700,3996300,326100,908700,16256600,17716000,2101415,1059400,2605600,1765300,4000000,3864600,2662200,3301300,6720400,2017-11-13,56.900001525878906,1277.300048828125,23367.470703125,2576.530029296875,2.381999969482422,11.430000305175781
2050500,4000100,303900,1452300,20192100,19184000,2411604,905400,2180900,1393200,6055200,4736100,1993900,3238200,9251700,2017-11-14,56.720001220703125,1276.9000244140625,23388.400390625,2577.75,2.388000011444092,11.529999732971191
2187200,4144700,337100,1937500,20447100,17080000,2630812,838000,2019300,1512100,5320000,4928400,1816300,2153400,9663600,2017-11-15,55.060001373291016,1281.4000244140625,23334.58984375,2569.449951171875,2.3350000381469727,12.520000457763672
1750100,3547700,344000,1513200,21597800,22594000,2304660,712100,2293400,1224800,5458800,3207000,1919600,2518400,10527200,2017-11-16,55.29999923706055,1277.5,23365.33984375,2572.949951171875,2.3580000400543213,12.470000267028809
1720900,3285000,264400,1250500,38138600,27942000,1708385,614100,2221400,1741800,4312000,4084500,1887500,2155400,9536400,2017-11-17,55.25,1288.300048828125,23433.76953125,2582.93994140625,2.367000102996826,11.75
1614100,3121000,1666300,2286900,19409500,19070000,3708386,767900,2442300,1700000,5787600,4779700,2040400,2811100,8468600,2017-11-20,56.689998626708984,1274.5999755859375,23370.7109375,2579.489990234375,2.3359999656677246,11.960000038146973
2080900,4187500,994600,1952100,22750400,21940000,3159479,984100,2653100,2122600,5325200,4224000,2327200,2205400,8838400,2017-11-21,56.380001068115234,1281.0999755859375,23500.150390625,2589.169921875,2.3580000400543213,10.739999771118164
1065200,4767500,420700,961000,16402300,14926000,1894101,1168900,2719200,1371800,7773600,3658100,2257800,1846200,7941600,2017-11-22,57.119998931884766,1284.699951171875,23597.240234375,2600.31005859375,2.368000030517578,9.600000381469727
732600,2420200,365200,769000,12296300,10740000,1248162,420100,963200,659100,2544400,1970500,744000,891700,3851300,2017-11-24,58.04999923706055,1286.699951171875,23552.75,2600.419921875,2.3369998931884766,9.819999694824219
1629200,4970500,349600,2092300,24580500,26158000,2383642,929700,2082400,1780800,6070800,3377100,2856300,3060500,9127500,2017-11-27,58.95000076293945,1293.800048828125,23552.859375,2602.659912109375,2.3329999446868896,10.069999694824219
3039500,4818900,529500,2749200,34506700,28488000,3815121,1736900,2909900,1871700,4949200,4687700,2905700,2025800,9794600,2017-11-28,57.86000061035156,1294.699951171875,23625.189453125,2605.93994140625,2.328000068664551,9.720000267028809
1568400,4660200,433400,2320800,33941000,49188000,3491264,1701700,4590300,1754600,8354400,4343800,4247200,4122100,9725000,2017-11-29,57.72999954223633,1293.4000244140625,23883.259765625,2627.820068359375,2.36299991607666,9.90999984741211
3201800,7817900,553600,4063700,42859900,34480000,5927387,1995200,6023700,4003400,13614800,7123200,6846400,5654200,18592700,2017-11-30,57.40999984741211,1283.0999755859375,24013.80078125,2633.929931640625,2.390000104904175,10.489999771118164
2082100,5549900,548200,2168100,32532600,38192000,3144141,1770900,4279200,2232300,5712400,6318600,3325800,3141900,13779300,2017-12-01,57.41999816894531,1274.0999755859375,24305.400390625,2645.10009765625,2.382999897003174,11.1899995803833
2558300,6463200,745300,2629000,55137400,38128000,3391311,1190000,3943100,2468700,5603600,5179400,5591500,4535000,12597700,2017-12-04,58.31999969482422,1272.5,24424.109375,2657.18994140625,2.3959999084472656,11.050000190734863
2630400,4028700,678200,1529700,28738200,41346000,2694457,1151600,3228700,1543100,6810000,4916200,3246300,3690900,9357200,2017-12-05,57.47999954223633,1275.4000244140625,24335.009765625,2639.780029296875,2.390000104904175,11.380000114440918
3733400,3309400,616100,1536700,25463700,25440000,3021965,1185300,2618700,1924100,7935600,5108900,2397500,3347000,13398900,2017-12-06,57.45000076293945,1264.9000244140625,24171.900390625,2626.239990234375,2.3329999446868896,11.630000114440918
2041300,4081600,394800,2064100,29281700,29164000,2133446,1201300,2284800,1367100,5808400,4040000,2661600,3280000,11359600,2017-12-07,56.0,1262.300048828125,24116.599609375,2628.3798828125,2.3389999866485596,10.899999618530273
1459600,3510500,835700,2025000,22224000,25816000,1546665,1249400,2241100,1999800,5248000,4611900,2233300,3030400,11988600,2017-12-08,56.650001525878906,1246.300048828125,24263.259765625,2646.2099609375,2.38100004196167,10.0
1670600,2541400,663300,2022200,23772100,23856000,3780795,1830100,2340800,1742900,6435600,3049000,1599500,2765500,8760700,2017-12-11,57.25,1248.4000244140625,24338.109375,2652.18994140625,2.361999988555908,9.739999771118164
2105700,6753500,399700,1966100,33637600,25590000,3087592,1019400,2805900,2766300,7953600,4428300,2294100,2541000,11307000,2017-12-12,58.02000045776367,1241.300048828125,24452.9609375,2661.72998046875,2.3919999599456787,9.359999656677246
2301700,3750000,600600,2059100,27981100,25654000,5283743,2272400,2554000,2707900,14412000,5898400,3059400,2738500,10172700,2017-12-13,57.45000076293945,1241.9000244140625,24525.189453125,2667.590087890625,2.4260001182556152,9.779999732971191
1942800,2881500,548700,1603700,23292300,31174000,3277899,1425600,2666900,1984700,8908000,4648300,2811700,2817400,9492400,2017-12-14,56.70000076293945,1252.9000244140625,24631.009765625,2665.8701171875,2.367000102996826,9.979999542236328
